,2018,2019
195,2.5194921,-1.3102773
196,-1.0962583,-1.0914222
197,0.6626779,0.1143517
198,-0.2793917,1.3865501
199,8.991031,7.3704815
200,14.24059,18.401455
201,13.079685,22.419231
202,0.97451484,3.5533726
203,-1.4218812,-0.30304736
204,-1.4218812,-0.34178478
205,-1.3452249,-0.29451847
206,-1.437892,1.1001959
207,0.07846046,2.8542192
208,66.05545,71.52151
209,66.30158,86.21236
210,65.605034,75.972244
211,92.0558,109.716225
212,253.36664,275.18747
213,90.44321,113.05478
214,90.7339,99.57867
215,66.53514,77.36142
216,109.30037,123.503174
217,105.87454,165.80614
218,198.49994,157.959
219,206.65765,154.3118
220,189.8389,159.39162
221,151.91885,153.60385
222,163.39313,137.63364
223,149.84248,140.0097
224,142.55719,164.76878
225,205.21365,176.69313
226,118.802925,115.353714
227,97.32643,129.48476
228,160.9005,159.11258
229,224.84355,191.51076
230,227.32793,237.34401
231,65.982025,103.18885
232,21.615074,19.77726
233,20.049814,24.665789
234,15.232061,15.40345
235,0.09471697,0.1143517
236,10.946801,14.620711
237,14.346081,14.273044
238,9.089929,17.745773
239,11.593272,15.433091
240,21.566772,25.537083
241,93.01524,84.12477
242,54.916813,54.32457
243,-1.0536503,5.3300295
244,-0.04058998,-0.26651877
245,-1.7307471,1.417164
246,1.3168422,2.63553
247,-0.4244059,3.4529593
248,10.925849,9.864389
249,76.218544,86.228516
250,61.494675,74.89839
251,89.31511,103.38237
252,101.91098,164.7372
253,182.84296,201.27545
254,121.297066,208.58711
255,94.237045,114.437775
256,123.52405,118.30335
257,185.70494,152.55365
258,176.54443,133.4942
259,168.9105,139.68661
260,202.46216,151.47263
261,195.01299,168.80069
262,174.58109,125.709984
263,178.14291,189.25726
264,130.01347,153.49895
265,153.61226,172.57002
266,229.87814,202.72487
267,134.20937,145.8188
268,186.77405,255.10526
269,210.41222,237.46645
270,144.61003,172.77744
271,220.24748,245.8967
272,165.77223,192.87619
273,48.686737,41.872902
274,57.718033,62.067245
275,11.270737,3.5464232
276,-0.691934,-1.0914222
277,6.460143,2.537534
278,9.49887,15.306415
279,1.367439,0.1143517
280,-0.58181304,-1.0161563
281,-0.6855917,1.1671238
282,12.756119,11.94354
283,25.982246,27.769564
284,9.2078905,10.691136
285,-0.6120498,0.24840923
286,10.491564,11.645184
287,28.164341,30.913168
288,18.881824,13.883028
289,39.08048,39.235825
290,10.7677765,14.662061
291,38.82917,36.21017
292,101.77407,96.932785
293,108.09273,133.03882
294,116.665634,174.39326
295,141.4174,166.57779
296,269.3598,172.59941
297,189.20888,136.76648
298,252.1507,192.88751
299,292.18427,178.48816
300,322.62283,150.17207
301,285.3428,171.50493
302,171.71158,167.73776
303,181.41245,182.08797
304,207.47409,191.40923
305,192.76346,218.36589
306,184.74432,220.3018
307,189.30795,209.38779
308,161.42401,188.60481
309,326.38403,307.60373
310,206.35475,243.72299
311,169.98227,214.00294
312,70.19353,104.552574
313,127.69244,126.05209
314,109.82932,110.54264
315,15.602547,9.00335
316,1.9637074,-0.8440031
317,-0.0069878665,0.25701097
318,-0.35763204,-1.2745117
319,6.7406707,8.021038
320,8.059485,14.471592
321,5.072668,5.131022
322,18.508297,27.472881
323,72.8102,89.308556
324,70.41815,99.97675
325,20.41053,20.285822
326,7.741903,1.2129906
327,0.55194193,-0.63709784
328,1.2688636,2.661207
329,-0.1537702,1.8825139
330,1.0763096,1.8986031
331,9.789438,4.885035
332,11.79082,8.515248
333,62.10595,69.70675
334,114.85148,112.095985
335,114.54971,95.842896
336,126.033775,163.04965
337,294.2969,252.48573
338,207.66823,190.23564
339,184.53471,158.97507
340,250.05397,233.13513
341,311.25378,222.1178
342,282.09897,193.59904
343,174.18535,173.97568
344,174.62703,166.57217
345,211.0006,210.57433
346,179.77711,165.53075
347,208.16495,215.8432
348,246.17001,263.54385
349,238.2542,223.33173
350,188.01733,186.41324
351,244.94797,252.94218
352,189.43427,222.90308
353,69.0452,103.442696
354,55.07708,42.181286
355,165.6015,177.95384
356,181.38586,184.76968
357,36.397667,36.916664
358,23.327639,19.434168
359,0.39849523,0.614689
360,-1.1427062,-0.586854
361,-0.79206204,-1.0776182
362,-0.2543169,-0.6019404
363,-0.6255478,-0.3935445
364,7.543896,6.686408
365,8.306927,11.546732
366,2.1482852,4.632459
367,32.473072,34.13478
368,82.73841,117.93561
369,59.51501,65.45882
370,17.767578,44.12265
371,49.39998,75.333
372,21.73321,30.943777
373,2.2148385,9.002166
374,0.23432292,6.076489
375,26.939463,26.500498
376,104.179344,112.447044
377,101.209274,136.80226
378,109.69238,155.983
379,110.513275,125.581696
380,280.48618,310.356
381,202.87415,197.31192
382,104.781044,168.6395
383,157.47437,155.58041
384,117.5008,132.01213
385,128.31969,117.19264
386,163.6928,179.56178
387,103.701096,106.65515
388,173.17284,150.70349
389,242.42123,202.34082
390,210.87462,188.78474
391,166.28333,187.24155
392,175.65881,178.6765
393,171.571,188.67923
394,174.80168,219.78867
395,165.76187,171.82776
396,225.35922,214.02223
397,87.263275,99.16888
398,75.26056,81.0954
399,141.164,122.76409
400,93.33901,96.96333
401,151.86267,120.90815
402,35.757202,29.573233
403,5.372887,2.3673985
404,-0.6017459,-0.38415867
405,-0.21625303,0.12815578
406,-1.1427062,-1.1353785
407,0.747895,1.0386409
408,1.3217355,0.20187001
409,1.0195122,2.4302542
410,11.381316,9.646408
411,8.998266,8.493341
412,-1.6799979,-0.051064856
413,-1.6799979,-0.051064856
414,-0.08527242,0.21967547
415,-0.6059214,2.8379493
416,34.286003,49.92466
417,69.732506,76.032036
418,96.77979,89.5602
419,50.41688,76.04812
420,16.749325,24.681856
421,28.34568,49.626698
422,56.417023,65.80409
423,19.493261,21.423052
424,2.5609703,5.0481105
425,1.8639796,1.5180504
426,2.4651315,3.7761157
427,17.110525,19.143026
428,99.30563,114.49987
429,126.730804,143.75517
430,122.59294,119.222595
431,154.64664,176.66937
432,129.25684,139.28084
433,101.7847,104.45052
434,106.98658,95.266846
435,119.0844,139.21477
436,191.12479,162.40724
437,197.87207,190.63812
438,178.60786,181.1316
439,227.77426,206.42293
440,240.27489,189.7352
441,242.8876,211.31682
442,260.36108,235.61366
443,189.14474,189.17822
444,101.51669,115.01169
445,147.36319,170.53273
446,207.09026,225.52177
447,244.63577,229.14494
448,120.3672,135.9288
449,165.31723,145.4379
450,138.30534,123.36115
451,148.24211,124.73465
452,163.13805,155.38676
453,116.75082,99.15658
454,80.09604,74.0148
455,-1.1427062,-1.0601126
456,-1.343644,-1.1353785
457,-0.44463304,-1.1504649
458,2.4189312,4.2201514
459,2.3245246,4.9041433
460,21.033447,23.096077
461,0.13117601,0.3713401
462,1.3784791,2.9744122
463,19.913713,56.854424
464,26.130571,27.694666
465,42.303295,29.08725
466,53.39921,48.082253
467,1.1943203,1.4951185
468,29.082773,29.914732
469,4.6938515,6.1877213
470,-0.6059214,2.8379493
471,1.9150724,0.80539674
472,10.995192,13.970433
473,10.662639,11.005138
474,17.74297,26.980085
475,26.9434,31.120241
476,1.5939885,1.8471351
477,8.963516,17.404936
478,33.54706,38.359344
479,9.339845,18.650583
480,0.31827816,1.0598785
481,0.4905366,1.1311235
482,5.4685993,4.0295587
483,69.97373,157.46658
484,232.75784,268.8534
485,155.64743,181.16278
486,100.54487,122.22462
487,301.2563,364.2021
488,191.74138,240.55075
489,111.66216,122.51187
490,144.6395,141.24681
491,183.11127,183.58353
492,195.57336,193.36594
493,248.92236,235.11195
494,236.63603,234.4868
495,270.0982,252.0957
496,228.22675,269.27576
497,223.00647,214.54709
498,168.47946,200.07184
499,170.58415,199.14973
500,258.21442,231.10992
501,285.80566,283.90277
502,278.84772,254.812
503,191.2429,204.36955
504,161.02078,152.5127
505,102.44494,85.05768
506,114.301926,110.71552
507,119.19865,128.4005
508,179.0359,109.78522
509,131.91057,102.86
510,23.889662,18.502438
511,13.959048,10.033567
512,3.9574237,-0.14567797
513,-1.1427062,-1.0601126
514,-0.21625303,0.052889764
515,0.48182014,-0.7377976
516,-2.9218235,1.0819646
517,-0.6455708,-1.1504649
518,3.3340116,5.040905
519,21.68533,13.33852
520,12.53153,20.351929
521,0.7004832,4.820165
522,-0.67288005,-2.2962894
523,-1.8101661,-0.8224404
524,-0.50328374,-1.0100497
525,-0.18783914,-0.530741
526,26.30797,31.27866
527,30.433407,40.691612
528,-0.0538825,3.520078
529,41.50903,50.010185
530,19.160833,19.300354
531,15.706528,21.487759
532,17.46289,28.54203
533,76.033775,93.27067
534,26.35693,30.920141
535,30.302292,42.753387
536,71.100395,83.32974
537,46.83131,61.2018
538,9.371369,9.7721405
539,1.0329381,4.079971
540,20.996675,36.735836
541,12.18329,23.197464
542,0.14199962,1.5761825
543,14.325335,15.32341
544,196.50706,227.03981
545,175.31386,206.7379
546,388.46014,370.95026
547,364.6705,359.14822
548,200.51454,221.17209
549,191.3866,188.88013
550,197.91872,232.82104
551,205.78212,198.30196
552,192.34323,186.86836
553,186.29523,195.91205
554,238.11287,220.49446
555,278.695,228.685
556,233.3317,253.54816
557,196.39516,172.59647
558,194.35533,205.6823
559,218.5648,230.99805
560,288.66965,253.44716
561,235.0454,247.40332
562,238.81361,293.6792
563,168.235,167.73146
564,180.40114,176.26752
565,282.65012,233.51422
566,143.48477,131.12338
567,161.74428,131.84828
568,191.65604,178.76437
569,95.548416,91.99047
570,28.285488,25.293524
571,13.814945,14.627812
572,7.6235595,4.7517905
573,2.8243847,0.5085955
574,4.398634,4.4148407
575,5.64684,9.622676
576,2.5296352,0.60811377
577,0.7518518,0.1517206
578,28.718056,32.6508
579,12.769443,10.032791
580,0.58260405,1.0651315
581,2.1466796,2.1502523
582,7.661311,3.438658
583,9.220603,6.883021
584,-1.2282542,0.62488914
585,1.5145011,1.3459376
586,4.8366303,3.1640744
587,33.386673,35.140358
588,30.673061,25.694042
589,60.173885,76.53041
590,80.55879,105.83159
591,67.84549,71.40678
592,45.20009,57.177704
593,66.88308,107.43814
594,58.41236,56.853786
595,46.188084,45.32861
596,129.31827,166.97743
597,201.1803,239.45454
598,71.386696,85.374626
599,11.128168,13.816382
600,51.66327,65.10634
601,7.4756784,8.512355
602,-1.9318738,-0.20365582
603,3.5178967,-2.3740957
604,73.02097,97.815765
605,239.15073,252.01964
606,385.7465,380.79938
607,287.38052,348.82812
608,177.7705,247.55426
609,219.86713,188.23277
610,171.42334,179.31807
611,207.53372,198.97543
612,172.54428,159.77316
613,129.2944,128.7509
614,168.06917,154.54912
615,216.10387,240.10399
616,230.1073,241.6872
617,160.2795,140.90318
618,252.31241,194.42612
619,156.99467,166.02448
620,183.0857,207.41277
621,159.98035,163.15474
622,208.38068,211.79694
623,183.83554,175.24146
624,177.88913,184.60745
625,178.53694,205.3468
626,57.427013,47.72445
627,107.26792,95.34159
628,119.799904,99.92434
629,113.40397,102.14321
630,64.604866,61.835556
631,43.160988,39.271576
632,13.847689,10.928401
633,24.432257,22.195906
634,24.442272,21.67811
635,7.0048923,3.779588
636,14.129736,17.541403
637,58.71795,63.555862
638,7.7136188,7.869024
639,27.980034,25.689003
640,28.11451,30.148174
641,19.344597,15.120813
642,20.146387,20.453495
643,5.410508,4.979008
644,26.184734,25.802362
645,20.095366,24.46601
646,4.8297405,8.530788
647,39.182247,55.996414
648,10.069188,14.260815
649,22.70228,21.030554
650,23.725101,31.836203
651,60.635674,68.31259
652,62.342598,64.83723
653,65.81084,88.11185
654,20.110125,13.071137
655,12.104974,20.849623
656,6.040794,12.589978
657,0.6254663,10.799605
658,53.54499,54.62417
659,102.00059,107.99942
660,12.67987,18.311794
661,-1.998316,0.13075282
662,-1.998316,-0.3989299
663,-9.650334,12.732913
664,2.0574765,15.506575
665,9.052233,16.630575
666,9.063173,11.805669
667,2.477046,12.33523
668,11.506831,8.462359
669,3.019599,-0.93412524
670,14.493624,12.496107
671,115.0616,138.02364
672,264.568,321.80197
673,349.23376,366.6568
674,254.16374,275.9723
675,233.28535,251.00868
676,159.96452,188.63628
677,152.00995,148.04372
678,167.33694,130.06078
679,175.25067,176.78949
680,117.06241,103.2933
681,174.77965,194.82512
682,135.0033,157.9436
683,102.546936,91.4476
684,196.72585,168.51488
685,169.78053,163.89326
686,180.26959,195.9694
687,190.16493,193.0177
688,180.8696,189.85327
689,154.82034,122.616974
690,215.24493,199.62209
691,211.59068,221.76152
692,64.45578,68.009735
693,63.46727,63.580166
694,57.836765,53.4417
695,106.307335,97.87153
696,97.028336,84.710434
697,113.999435,113.61165
698,44.780163,53.38572
699,69.56154,57.44892
700,42.59567,51.518135
701,11.909861,9.829904
702,1.6519334,-0.85282296
703,1.2754335,-0.3042984
704,-0.48153737,0.58585054
705,39.74047,39.098125
706,43.045776,48.896534
707,29.413494,32.10536
708,37.88546,37.356277
709,18.416506,23.849144
710,19.192253,13.068494
711,19.190502,20.87477
712,71.64059,63.627254
713,15.497374,12.039618
714,1.0975404,1.5285276
715,16.404865,20.565512
716,9.203658,9.609257
717,9.5884075,9.906012
718,5.0844245,5.148216
719,14.397787,25.755234
720,41.970848,63.417004
721,16.722277,21.622671
722,9.144849,4.743537
723,-0.17986713,-0.46329552
724,-0.8469636,-1.6842631
725,1.0898284,-0.17310889
726,5.291036,4.192571
727,70.63357,73.38157
728,67.75475,124.24525
729,26.061474,58.94191
730,99.80868,155.22246
731,123.27514,151.74803
732,167.30267,271.6372
733,200.62308,269.11737
734,130.8799,207.82149
735,202.66774,294.6509
736,79.15792,110.98168
737,121.49183,154.37598
738,88.16705,96.964134
739,43.0548,56.10324
740,21.999346,37.987682
741,107.64108,146.32024
742,201.36159,251.44914
743,225.03618,217.47614
744,227.35951,221.01166
745,176.30873,195.29271
746,132.5451,121.69387
747,180.55878,159.35146
748,158.37166,153.9115
749,128.4585,116.23764
750,61.942406,65.32577
751,61.39785,62.55234
752,95.06513,107.419075
753,186.35344,170.31145
754,183.88106,198.12794
755,214.58008,179.44592
756,114.87495,96.43998
757,168.49127,182.48172
758,149.13324,139.29343
759,145.72572,131.0729
760,148.26292,114.29732
761,76.961784,79.47217
762,82.68639,85.81955
763,90.11937,87.950005
764,91.349915,110.585625
765,80.01725,67.47818
766,67.09631,66.419975
767,60.24778,49.69736
768,56.07038,87.136345
769,45.545685,43.123615
770,13.15685,12.703059
771,22.696411,25.513428
772,11.922344,11.0206
773,1.1256872,-0.83773655
774,3.0285656,2.7015855
775,69.914925,64.36658
776,29.75417,38.530552
777,8.367507,15.089983
778,9.997598,13.514524
779,1.4183689,3.0311575
780,17.032793,11.560044
781,31.249525,31.457228
782,9.748882,9.368388
783,1.7389083,2.5656118
784,15.117662,16.620909
785,4.4084926,11.015875
786,5.327355,9.89676
787,9.366596,4.990147
788,15.371905,21.141806
789,13.399819,25.76035
790,2.9753392,3.3434577
791,21.56102,-12.270715
792,173.04932,208.91792
793,542.1826,524.2611
794,342.9903,357.86554
795,104.541245,291.142
796,450.01547,436.61786
797,265.2902,380.13123
798,217.24365,321.61584
799,324.0741,377.00955
800,276.12448,356.2441
801,182.07507,224.40259
802,112.65612,140.37166
803,281.23492,333.90698
804,205.37541,253.04834
805,100.21861,125.31517
806,68.35516,77.26107
807,120.9162,123.466255
808,86.90033,102.49499
809,141.69774,201.64879
810,252.29318,278.55124
811,271.22037,295.80066
812,261.00983,275.47897
813,185.19447,142.59102
814,177.76453,189.47302
815,119.01443,104.21537
816,18.564728,18.473913
817,5.1372294,2.3071604
818,102.201866,106.26098
819,200.30562,185.47435
820,140.78989,144.03336
821,127.20264,118.685745
822,150.2039,160.97935
823,165.85721,168.2378
824,210.89243,220.1242
825,156.89223,152.96458
826,83.84592,87.584206
827,81.57305,88.67724
828,115.71116,109.891594
829,111.44836,104.368034
830,75.0764,73.56001
831,26.347275,30.942205
832,39.29107,39.00969
833,84.12174,103.00805
834,24.485874,25.272724
835,12.3233795,12.350107
836,9.34472,6.18818
837,16.13898,13.843423
838,9.067003,7.1533613
839,1.1216608,-0.7799763
840,1.0531757,2.298668
841,16.209372,30.262497
842,8.465939,17.972641
843,8.939544,15.4423
844,21.183378,43.27057
845,25.1616,26.805836
846,18.733538,37.13126
847,20.771908,18.97197
848,13.30818,18.90419
849,4.102202,4.0634933
850,0.037098944,0.20961161
851,11.304819,13.45046
852,0.10446606,-0.54905546
853,0.14100944,-0.4245767
854,36.22969,40.187283
855,1.5051631,3.2796147
856,6.9041023,10.110995
857,265.5818,413.42554
858,486.72342,604.47986
859,364.58374,463.78442
860,242.91156,376.7572
861,343.6425,458.59012
862,455.03662,448.53577
863,243.5301,343.1352
864,278.47394,384.50186
865,200.3872,233.08401
866,328.24496,377.0854
867,155.61635,224.73969
868,182.66219,205.77223
869,233.73349,282.339
870,128.2878,146.14084
871,197.80746,239.97575
872,115.2548,119.39715
873,51.264248,59.25053
874,151.51903,179.08565
875,194.57487,224.09695
876,272.38867,307.44223
877,257.33508,236.18987
878,174.19992,185.63794
879,254.75124,208.72365
880,126.432846,123.95826
881,46.09842,60.156586
882,47.366596,41.3368
883,163.85597,163.23604
884,206.02274,215.76355
885,168.3573,197.7448
886,184.21089,184.96223
887,160.08656,161.29402
888,175.5725,179.34485
889,248.14262,235.8573
890,193.66809,186.3292
891,110.60198,116.46302
892,140.21779,129.84029
893,127.937164,144.60466
894,98.058655,143.94415
895,115.93012,136.6945
896,99.089294,142.99792
897,90.65931,107.379234
898,82.13724,79.63564
899,11.871661,10.714974
900,1.9777226,0.046160012
901,5.009877,4.9478297
902,4.2163606,4.3623414
903,1.8585353,1.0721407
904,0.17108734,0.64770365
905,6.5868707,11.052184
906,42.799015,75.13578
907,86.41231,153.66608
908,116.87897,168.37688
909,158.86176,164.23325
910,41.613308,83.78294
911,38.125385,34.068798
912,28.325264,21.497038
913,29.94061,33.089073
914,-0.544359,-1.0711118
915,-0.842574,0.14813982
916,4.9857745,8.043251
917,0.2547869,0.5527648
918,17.02845,4.876323
919,187.24632,176.02881
920,412.37073,481.3076
921,487.3821,572.23944
922,584.2846,485.26675
923,235.85316,419.10376
924,297.1175,312.74817
925,111.540596,192.57645
926,146.56517,225.71393
927,154.63034,217.76984
928,164.26268,239.5473
929,351.23166,545.2011
930,389.33105,451.49997
931,234.21046,215.7126
932,292.06073,352.9413
933,126.059814,126.39434
934,310.2833,347.80066
935,109.80713,154.8646
936,120.1317,150.19421
937,86.09429,125.95409
938,139.23647,154.5081
939,247.34933,250.46042
940,244.64406,251.93419
941,252.00351,234.61621
942,248.28653,237.69734
943,166.17271,140.75801
944,157.22266,144.75955
945,179.9942,179.94862
946,166.51974,184.21054
947,182.36804,190.16702
948,176.80202,198.9375
949,217.37242,234.46504
950,161.90765,152.95868
951,199.27467,194.52202
952,203.59282,193.18965
953,196.70361,182.09065
954,167.46797,176.36693
955,106.76103,134.44206
956,95.005806,115.97253
957,68.46014,80.586365
958,85.71325,113.63758
959,86.67577,91.17704
960,95.2627,118.16986
961,40.7935,45.963566
962,24.528736,25.96145
963,11.922344,12.053872
964,5.502013,4.4169245
965,2.5960374,1.5287372
966,11.706656,8.657694
967,8.201266,6.9254947
968,8.278986,6.8677344
969,-2.9184837,1.0835062
970,2.861711,4.8602066
971,2.2939537,18.288761
972,19.352913,27.33557
973,65.47087,79.83862
974,24.293005,28.225187
975,15.951055,15.351649
976,12.670473,16.02672
977,10.26572,2.3003793
978,0.41274795,0.20590006
979,-19.369009,1.741085
980,254.30492,192.99614
981,295.3611,550.3453
982,265.33502,429.6159
983,430.82977,427.8151
984,151.88792,343.21686
985,66.894035,107.1978
986,41.80769,80.77945
987,155.12326,229.82634
988,192.16635,223.2192
989,99.00079,106.491714
990,170.51239,218.79332
991,267.64813,310.3092
992,149.02457,200.83879
993,138.31676,184.1457
994,139.42114,171.65419
995,181.18001,223.3286
996,213.13579,220.81055
997,85.06067,132.7015
998,318.83145,347.87296
999,141.0718,210.67944
1000,47.09871,44.723156
1001,256.78018,225.09639
1002,301.00735,326.9491
1003,269.8057,282.77386
1004,178.08897,195.36696
1005,211.89355,187.10951
1006,154.33711,161.2575
1007,180.16629,171.59682
1008,168.99895,159.87325
1009,158.79643,178.86646
1010,234.94507,230.75166
1011,198.8973,214.67651
1012,151.11989,196.32379
1013,198.51953,192.19135
1014,191.86816,190.9013
1015,187.2013,217.75117
1016,193.99072,220.25436
1017,85.40956,109.41582
1018,119.181244,160.57497
1019,63.04033,76.52243
1020,133.55296,162.86902
1021,90.69212,103.08038
1022,82.44385,94.9922
1023,36.138927,39.67721
1024,32.112926,35.944138
1025,21.48759,23.500307
1026,10.654773,9.8489275
1027,8.164723,6.8677344
1028,13.44115,13.345035
1029,13.656837,16.89704
1030,10.188345,8.645785
1031,-0.34863377,1.1617069
1032,-0.8733977,-0.72516996
1033,32.21573,25.917717
1034,25.270468,62.357872
1035,318.51047,249.6892
1036,312.7042,418.44482
1037,309.52948,385.26834
1038,170.05202,294.00327
1039,335.56738,367.0574
1040,211.00218,286.491
1041,46.17706,79.47319
1042,137.44139,201.87189
1043,108.23988,117.46624
1044,85.83581,92.09148
1045,129.7563,139.6595
1046,127.06832,147.994
1047,133.71202,162.35143
1048,118.80969,176.12834
1049,244.75038,247.40353
1050,161.63031,137.88058
1051,254.60158,377.39774
1052,112.16612,136.7056
1053,272.08395,293.40958
1054,130.86472,202.16179
1055,22.634306,18.457888
1056,113.915985,110.14505
1057,143.53653,137.98338
1058,121.8799,117.77524
1059,249.22444,234.72455
1060,212.08847,210.08879
1061,150.42062,166.78647
1062,183.16373,170.22702
1063,209.83295,185.93906
1064,197.49467,176.48198
1065,165.9436,180.43564
1066,203.82645,189.8607
1067,201.4868,212.28922
1068,187.35756,200.20079
1069,190.34094,183.07774
1070,188.04546,172.13731
1071,290.00565,370.1512
1072,166.79933,181.00815
1073,150.80699,157.75172
1074,90.66451,112.48065
1075,65.007,70.38025
1076,64.476654,71.67287
1077,100.632164,109.05046
1078,30.001703,30.6751
1079,17.439705,17.844318
1080,22.84884,18.660364
1081,15.524427,16.300886
1082,22.866922,22.633593
1083,12.692665,12.053872
1084,5.8429,7.6023107
1085,2.5615418,1.4765741
1086,-1.6825922,15.055208
1087,292.9633,186.1365
1088,229.76245,274.34573
1089,310.82452,301.93576
1090,278.86176,501.9576
1091,274.4736,265.47568
1092,257.55835,373.1279
1093,269.59988,378.6101
1094,334.5271,396.17212
1095,136.78004,199.53476
1096,139.7937,236.31299
1097,152.02661,164.56831
1098,154.25023,214.75978
1099,139.0103,203.1322
1100,277.62872,304.09598
1101,146.57344,202.35892
1102,107.27116,140.61015
1103,201.95833,299.23514
1104,207.773,236.66238
1105,66.48268,71.908226
1106,124.548134,119.90145
1107,190.26808,205.0087
1108,324.07898,366.95496
1109,60.225544,65.917
1110,73.28301,86.80538
1111,123.03403,126.97731
1112,166.30267,193.3126
1113,265.45566,240.3625
1114,294.0397,271.1882
1115,173.15556,169.99437
1116,178.37727,182.0963
1117,193.13054,235.61598
1118,237.8024,211.45738
1119,177.44283,179.70206
1120,215.65129,211.41644
1121,226.02129,273.986
1122,401.05533,388.8561
